category,CodedMonth,Month,Year,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,latitude,longitude,id
2,2017-03,3,2017,3/3/17 14:15,67701,2,"LARCENY-FROM BUILDING UNDER $500",5050,OAKLAND AVE,40,ST LOUIS SCIENCE CENTER, , , ,38.62854834,-90.27024523,126
2,2017-03,3,2017,3/3/17 15:00,67701,4,"LARCENY-FROM BUILDING UNDER $500",800,OLIVE ST,35, , ,800,OLIVE,38.62824407,-90.19270664,127
2,2017-03,3,2017,3/3/17 15:30,67701,3,"LARCENY-FROM BUILDING UNDER $500",1410,S TUCKER BLVD,34, ,@TWELFTH AND PARK REC CENTER,1410,TUCKER,38.61537459,-90.20360325,128
2,2017-03,3,2017,3/3/17 15:30,69602,3,"LARCENY-ALL OTHER $500 - $24,999",102,BARTON ST,20, , ,102,BARTON,38.59964218,-90.1999809,129
3,2017-03,3,2017,3/3/17 15:40,43026,5,"ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC",1362,SEMPLE AVE,78, , ,1362,SEMPLE,38.66413137,-90.27382684,130
2,2017-03,3,2017,3/3/17 16:01,67701,4,"LARCENY-FROM BUILDING UNDER $500",201,N 17TH ST,36,711, ,201,17TH,38.63066981,-90.20486213,131
2,2017-03,3,2017,3/3/17 16:35,63701,5,"LARCENY-SHOPLIFT UNDER $500",3457,UNION BLVD,52,RAINBOW APPAREL,INSIDE STORE,3457,UNION,38.67787839,-90.2592116,132
6,2017-03,3,2017,3/3/17 16:40,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6321,CLAYTON AVE,42,MID WEST VALET, ,6321,CLAYTON,38.62909176,-90.29212639,133
2,2017-03,3,2017,3/3/17 16:45,51112,3,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",1920,LONGFELLOW BLVD,26, , ,1920,LONGFELLOW,38.6141404,-90.23032451,134
5,2017-03,3,2017,3/3/17 16:57,117000,6,"FAILURE TO RETURN BORROWED/RENTED VEHICL",5750,GOODFELLOW BLVD,76,GULF GAS STATION,PARKING LOT, , ,38.71302246,-90.25497365,135
2,2017-03,3,2017,3/3/17 17:00,51322,2,"BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED",5945,CLIFTON AVE,8, , ,3537,KINGSHIGHWAY,38.57844161,-90.29775262,136
2,2017-03,3,2017,3/3/17 17:00,52312,3,"BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED",1401,LASALLE ST,33,SAINT LOUIS HOUSING AUTHORITY - LEA, ,1401,LASALLE,38.61824406,-90.20467926,137
3,2017-03,3,2017,3/3/17 17:35,41016,6,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC",729,PONCE AVE,74, , ,729,PONCE,38.70940284,-90.22861182,138
3,2017-03,3,2017,3/3/17 17:45,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",4892,DELMAR BLVD,38, , , , ,38.65145153,-90.26041467,139
2,2017-03,3,2017,3/3/17 18:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3400,WYOMING ST,25, , ,3400,WYOMING,38.59835643,-90.2386341,140
2,2017-03,3,2017,3/3/17 18:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3424,HARTFORD ST,25, , ,3424,HARTFORD,38.60112763,-90.23888194,141
3,2017-03,3,2017,3/3/17 18:29,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1449,N 16TH ST,62,PRESERVATION PLACE, ,1449,16TH,38.6417441,-90.20054771,142
2,2017-03,3,2017,3/3/17 18:34,69702,5,"LARCENY-ALL OTHER UNDER $500",5535,DELMAR BLVD,48,ST LOUIS CONNECT CARE,ST. LOUIS CONNECT CARE,5535,DELMAR,38.65417888,-90.28033544,143
2,2017-03,3,2017,3/3/17 19:00,67701,1,"LARCENY-FROM BUILDING UNDER $500",4926,FINKMAN ST,6, ,1ST FL APT,4926,FINKMAN,38.57588921,-90.2846482,144
8,2017-03,3,2017,3/3/17 19:07,250000,4,"LOITERING-BEGGING",1324,WASHINGTON AVE,36, , ,1324,WASHINGTON,38.6319764,-90.19928887,145
8,2017-03,3,2017,3/3/17 19:18,250000,4,"LOITERING-BEGGING",1208,WASHINGTON AVE,36, , ,1208,WASHINGTON,38.63160107,-90.19749073,146
3,2017-03,3,2017,3/3/17 20:00,91113,6,"SIMPLE ASSAULT-ADULT/NO INJURY",7600,HALL ST,79, ,MSI,7600,HALL,38.7055602,-90.22227268,147
2,2017-03,3,2017,3/3/17 20:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",0,N SARAH ST / WASHINGTON AVE,38, , , , ,38.6444319,-90.24308578,148
2,2017-03,3,2017,3/3/17 20:54,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",3420,IOWA AVE,19, , ,3420,IOWA,38.59313291,-90.22865545,149
2,2017-03,3,2017,3/3/17 21:30,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",0,BLUMEYER ST / PAGE BLVD,77, , , , ,38.64546063,-90.22571769,150
2,2017-03,3,2017,3/3/17 22:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3628,S GRAND BLVD,19,SUBWAY, ,3628,GRAND,38.59126413,-90.24380857,151
2,2017-03,3,2017,3/3/17 22:00,67701,2,"LARCENY-FROM BUILDING UNDER $500",4140,MANCHESTER AVE,39,ATOMIC COWBOY, ,4140,MANCHESTER,38.62737919,-90.25172638,152
2,2017-03,3,2017,3/3/17 22:00,71013,6,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",4924,HOOKE AVE,71, , ,4924,HOOKE,38.68618382,-90.24204844,153
2,2017-03,3,2017,3/3/17 22:30,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",3037,OLIVE ST,37, , ,3037,OLIVE,38.63541868,-90.22332284,154
6,2017-03,3,2017,3/4/17 0:16,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3930,LABADIE AVE,56, , , , ,38.65929536,-90.22725241,155
3,2017-03,3,2017,3/4/17 0:40,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",4818,CUPPLES PL,55, , ,4818,CUPPLES,38.66644891,-90.25343904,156
2,2017-03,3,2017,3/4/17 0:58,71013,4,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",0,N 3RD ST / CARR ST,62, , ,721,2ND,38.63399751,-90.18574764,157
2,2017-03,3,2017,3/4/17 1:30,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1115,HAMPTON AVE,42,MIKE TALAYNA•À_S JUKE BOX RESTAURANT, , , ,38.62921527,-90.28750769,158
2,2017-03,3,2017,3/4/17 2:00,71013,6,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",0,LILLIAN AVE / RIVERVIEW BLVD,72, , , , ,38.69960638,-90.25908866,159
3,2017-03,3,2017,3/4/17 2:00,43013,4,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE",2617,WASHINGTON AVE,37, , ,1308,MARKET,38.63527719,-90.21359336,160
2,2017-03,3,2017,3/4/17 2:00,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",5415,S GRAND BLVD,3, , ,5400,GRAND,38.5703065,-90.25337587,161
2,2017-03,3,2017,3/4/17 2:00,51222,3,"BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED",3522,MINNESOTA AVE,19, , ,3522,MINNESOTA,38.59192225,-90.23477238,162
2,2017-03,3,2017,3/4/17 2:00,64711,4,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",0,N 9TH ST / DR MARTIN LUTHER KI,35,HOLIDAY INN SELECT, ,811,9TH,38.63349735,-90.19179046,163
2,2017-03,3,2017,3/4/17 3:45,51322,6,"BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED",6154,LAURA AVE,76, , ,6154,LAURA,38.70159772,-90.26204751,164
2,2017-03,3,2017,3/4/17 4:20,31111,1,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",5460,ALABAMA AVE,1, , , , ,38.56678137,-90.24814682,165
3,2017-03,3,2017,3/4/17 5:45,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4818,PENROSE ST,69, , ,4148,PENROSE,38.67920523,-90.24271595,166
2,2017-03,3,2017,3/4/17 6:30,52112,4,"BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED",3502,PAPIN ST,37,NO WAY OUT,SMALL BUSINESS,3502,PAPIN,38.62620088,-90.23408958,167
6,2017-03,3,2017,3/4/17 6:45,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5919,LAURA AVE,76, , ,5919,LAURA,38.70067634,-90.25863444,168
2,2017-03,3,2017,3/4/17 8:00,64701,1,"LARCENY-FROM MTR VEH UNDER $500",7706,ALABAMA AVE,2, , ,7706,ALABAMA,38.5499649,-90.26465245,169
2,2017-03,3,2017,3/4/17 8:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",0,N GRAND BLVD / N MARKET ST,59, , , , ,38.6512666,-90.22385578,170
2,2017-03,3,2017,3/4/17 9:30,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",3628,WYOMING ST,15, , ,3628,WYOMING,38.59899153,-90.24396026,171
5,2017-03,3,2017,3/4/17 10:00,115400,1,"STLG BY DECEIT/IDENTITY THEFT REPORT",4561,MORGANFORD RD,5, , ,4561,MORGANFORD,38.58561475,-90.26561157,172
2,2017-03,3,2017,3/4/17 10:25,67701,3,"LARCENY-FROM BUILDING UNDER $500",1419,PEABODY CT,33, , ,1419,PEABODY,38.61735772,-90.20600555,173
2,2017-03,3,2017,3/4/17 11:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",4201,W FARLIN AVE,68, , ,4201,FARLIN,38.67160088,-90.23130068,174
2,2017-03,3,2017,3/4/17 11:15,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",400,S BROADWAY,35, , , , ,38.62252869,-90.19123466,175
2,2017-03,3,2017,3/4/17 12:00,67701,4,"LARCENY-FROM BUILDING UNDER $500",1432,N BROADWAY,64, , , , ,38.63900008,-90.18556965,176
5,2017-03,3,2017,3/4/17 12:00,112010,5,"FRAUD-CREDIT DEVICE/OVER $150",4944,LINDELL BLVD,38, , ,4944,LINDELL,38.64321486,-90.26364051,177
3,2017-03,3,2017,3/4/17 12:20,41011,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",4860,HAMMETT PL,55, , ,4836,HAMMETT,38.66533284,-90.25547213,178
2,2017-03,3,2017,3/4/17 12:30,67701,1,"LARCENY-FROM BUILDING UNDER $500",5214,DEVONSHIRE AVE,7, ,APT A,5214,DEVONSHIRE,38.58720121,-90.28084507,179
2,2017-03,3,2017,3/4/17 12:40,67701,5,"LARCENY-FROM BUILDING UNDER $500",2,N EUCLID AVE,38,EINSTEINS BAGELS, ,4567,MCMILLAN,38.640545,-90.26187735,180
3,2017-03,3,2017,3/4/17 12:54,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",1019,N 16TH ST,61, ,OFALLON PL,1019,16TH,38.63665318,-90.20054858,181
2,2017-03,3,2017,3/4/17 13:00,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6100,OAKLAND AVE,41, , , , ,38.63061142,-90.28667076,182
2,2017-03,3,2017,3/4/17 13:00,51112,2,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",2306,KLEMM ST,27, , ,2306,KLEMM,38.610931,-90.25428466,183
2,2017-03,3,2017,3/4/17 13:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 16TH ST / DELMAR BLVD,36, , , , ,38.63438127,-90.20121374,184
2,2017-03,3,2017,3/4/17 13:10,69702,2,"LARCENY-ALL OTHER UNDER $500",3225,HAMPTON AVE,9,U GAS 521, ,3225,HAMPTON,38.60387841,-90.29199303,185
2,2017-03,3,2017,3/4/17 13:30,51111,5,"BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED",5861,NINA PL,46, ,APT 1E,5861,NINA,38.65106877,-90.29138603,186
2,2017-03,3,2017,3/4/17 13:45,67701,4,"LARCENY-FROM BUILDING UNDER $500",1335,CONVENTION PZ,36,U-HAUL/WAVE RENTALS, ,1335,CONVENTION,38.63354497,-90.19741184,187
2,2017-03,3,2017,3/4/17 13:50,72113,2,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",4966,MARDEL AVE,14, ,REAR PARKING PAD,4966,MARDEL,38.5928879,-90.27497809,188
2,2017-03,3,2017,3/4/17 14:00,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",558,CONCOURSE DR,82,FOREST PARK,@FOREST PARK - WORLDS FAIR PAVILION,643,CONCOURSE,38.63859298,-90.28323078,189
2,2017-03,3,2017,3/4/17 14:03,69702,5,"LARCENY-ALL OTHER UNDER $500",390,N EUCLID AVE,38, , ,390,EUCLID,38.64799227,-90.26070421,190
3,2017-03,3,2017,3/4/17 14:45,41013,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",1199,RIVERVIEW BLVD,74, , ,565,DE BALIVIERE,38.72299468,-90.23936019,191
2,2017-03,3,2017,3/4/17 15:00,64701,4,"LARCENY-FROM MTR VEH UNDER $500",0,N LEONARD AVE / WASHINGTON AVE,77, , , , ,38.63770755,-90.2263046,192
3,2017-03,3,2017,3/4/17 15:25,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",2736,N GARRISON AVE,59, , , , ,38.65349614,-90.2191867,193
2,2017-03,3,2017,3/4/17 15:30,67701,5,"LARCENY-FROM BUILDING UNDER $500",1408,N KINGSHIGHWAY BLVD,53,NU FASHION,BEAUTY SUPPLY,1408,KINGSHIGHWAY,38.6625519,-90.26110615,194
3,2017-03,3,2017,3/4/17 15:30,41013,3,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",3515,WYOMING ST,25, , ,3515,WYOMING,38.59921348,-90.24124869,195
3,2017-03,3,2017,3/4/17 16:00,43012,5,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",1707,BILLUPS AVE,57, , ,1707,BILLUPS,38.65690341,-90.24289765,196
3,2017-03,3,2017,3/4/17 16:00,43016,4,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC",3006,FRANKLIN AVE,59, , ,3006,FRANKLIN,38.63925466,-90.22098372,197
3,2017-03,3,2017,3/4/17 16:06,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",1206,N KINGSHIGHWAY BLVD,53,SOLL S DISCOUNT MEAT MARKET, ,1206,KINGSHIGHWAY,38.65782804,-90.2620103,198
2,2017-03,3,2017,3/4/17 16:06,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",700,N 3RD ST,35, , , , ,38.630295,-90.18537103,199
3,2017-03,3,2017,3/4/17 16:15,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1510,OFALLON ST,61, , ,1510,OFALLON,38.63934911,-90.19819164,200
2,2017-03,3,2017,3/4/17 17:00,65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",3828,ENRIGHT AVE,77,CARDINAL RITTER HS REAR PARKING LOT, , , ,38.64319307,-90.23428975,201
2,2017-03,3,2017,3/4/17 17:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5380,THEODOSIA AVE,50, , ,5380,THEODOSIA,38.66771241,-90.26979649,202
2,2017-03,3,2017,3/4/17 17:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3011,TEXAS AVE,30, , ,3011,TEXAS,38.60006751,-90.2255966,203
8,2017-03,3,2017,3/4/17 17:12,250000,4,"LOITERING-BEGGING",1122,WASHINGTON AVE,35, , , , ,38.63127301,-90.1959329,204
3,2017-03,3,2017,3/4/17 17:15,41013,1,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",4647,TENNESSEE AVE,16, , ,4647,TENNESSEE,38.57523586,-90.24763038,205
2,2017-03,3,2017,3/4/17 18:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",5431,QUEENS AVE,71, , ,5431,QUEENS,38.69183084,-90.23899751,206
2,2017-03,3,2017,3/4/17 18:30,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",4923,ASHBY AVE,71, , ,4923,ASHBY,38.68895602,-90.23660455,207
2,2017-03,3,2017,3/4/17 18:45,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3126,MAGNOLIA AVE,25,FAMILY MARKET, ,3126,MAGNOLIA,38.60504191,-90.23338312,208
7,2017-03,3,2017,3/4/17 18:59,151110,5,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",5567,HEBERT ST,50, , ,5567,HEBERT,38.6812989,-90.26691088,209
3,2017-03,3,2017,3/4/17 19:00,91113,3,"SIMPLE ASSAULT-ADULT/NO INJURY",1551,S 7TH ST,21, ,@BAR- SOCIAL HOUSE,1551,7TH,38.61067223,-90.19984748,210
2,2017-03,3,2017,3/4/17 19:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",4534,GARFIELD AVE,56, , ,4534,GARFIELD,38.66045592,-90.24762401,211
2,2017-03,3,2017,3/4/17 19:00,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",3830,PARK AVE,29, , ,3830,PARK,38.62091812,-90.24286587,212
7,2017-03,3,2017,3/4/17 19:05,151110,6,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",4412,W FLORISSANT AVE,69, ,ALIAS WB 70/SHREVE, , ,38.68133549,-90.22556259,213
2,2017-03,3,2017,3/4/17 19:10,69702,1,"LARCENY-ALL OTHER UNDER $500",4500,GRAVOIS AVE,5, , ,4101,GRAVOIS,38.58488556,-90.26213894,214
2,2017-03,3,2017,3/4/17 19:15,52221,2,"BURGLARY-BUSINESS/NIT/UNLAW ENT/OCCUPIED",3801,S KINGSHIGHWAY BLVD,14,EDZ MARKET, ,3801,KINGSHIGHWAY,38.59229406,-90.27318016,215
7,2017-03,3,2017,3/4/17 19:50,151110,6,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",5003,NATURAL BRIDGE AVE,70, , ,5003,NATURAL BRIDGE,38.67653684,-90.25189959,216
2,2017-03,3,2017,3/4/17 20:00,67701,2,"LARCENY-FROM BUILDING UNDER $500",1325,S GRAND BLVD,29,SLU HOSPITAL, ,1325,GRAND,38.62287188,-90.23854759,217
2,2017-03,3,2017,3/4/17 20:00,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",218,E DAVIS ST,2, , ,218,DAVIS,38.54187864,-90.2614181,218
2,2017-03,3,2017,3/4/17 20:00,67601,6,"LARCENY-FROM BUILDING $500 - $24,999",1055,GARTH AVE,74, , ,1055,GARTH,38.71279674,-90.23459022,219
3,2017-03,3,2017,3/4/17 20:25,42016,1,"ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC",7719,VERMONT AVE,2, , ,7719,VERMONT,38.54953743,-90.26441746,220
2,2017-03,3,2017,3/4/17 20:30,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",2012,S 11TH ST,21, , ,2012,11TH,38.6078867,-90.20807324,221
2,2017-03,3,2017,3/4/17 20:30,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4497,PERSHING AVE,38, , ,4497,PERSHING,38.64540739,-90.25623874,222
3,2017-03,3,2017,3/4/17 20:45,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",3853,LINDELL BLVD,77,LINDELL PARK APARTMENTS, ,3853,LINDELL,38.6395538,-90.23998686,223
3,2017-03,3,2017,3/4/17 20:45,43015,4,"ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC",3223,NATURAL BRIDGE AVE,67, , ,3223,NATURAL BRIDGE,38.66074089,-90.21507949,224
3,2017-03,3,2017,3/4/17 21:00,42016,5,"ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC",2544,BELT AVE,50, , ,2544,BELT,38.67349409,-90.26919617,225
3,2017-03,3,2017,3/4/17 21:00,43201,6,"AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE",8847,N BROADWAY,74, , , , ,38.72516127,-90.22853996,226
1,2017-03,3,2017,3/4/17 21:09,10000,6,"HOMICIDE",6025,LUCILLE AVE,76, , ,6021,LUCILLE,38.70520493,-90.25497124,227
2,2017-03,3,2017,3/4/17 21:30,67701,4,"LARCENY-FROM BUILDING UNDER $500",614,WASHINGTON AVE,35, , ,614,WASHINGTON,38.63016324,-90.18949816,228
6,2017-03,3,2017,3/4/17 22:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5022,MIAMI ST,14, ,5000-5073 MIAMI,5022,MIAMI,38.59560426,-90.27673693,229
2,2017-03,3,2017,3/4/17 22:15,64701,2,"LARCENY-FROM MTR VEH UNDER $500",0,I 44 WESTBOUND / SOUTHWEST AVE,11, , , , ,38.61321449,-90.30142189,230
3,2017-03,3,2017,3/4/17 22:45,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1723,COCHRAN PL,62,PRESERVATION PLACE, ,1723,COCHRAN,38.64175781,-90.20161166,231
3,2017-03,3,2017,3/4/17 23:00,43011,5,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE",6109,PAGE BLVD,78, , , , ,38.67042318,-90.28902376,232
6,2017-03,3,2017,3/4/17 23:00,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",701,S EUCLID AVE,38, ,BARNES PARKING LOT,4949, ,38.63424616,-90.26337695,233
2,2017-03,3,2017,3/4/17 23:00,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5841,DELMAR BLVD,48, , , , ,38.65469608,-90.2883079,234
7,2017-03,3,2017,3/4/17 23:15,151110,3,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",2722,CHIPPEWA ST,16,CHIPPEWA @ IOWA,CHIPPEWA @ IOWA,2700,CHIPPEWA,38.58626591,-90.23009784,235
2,2017-03,3,2017,3/4/17 23:20,52322,3,"BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE",1400,PARK AVE,33,BUTLER S PANTRY, ,1400,PARK,38.61552524,-90.20562734,236
2,2017-03,3,2017,3/4/17 23:30,71013,5,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",5050,HIGHLAND AVE,52, , ,5050,HIGHLAND,38.66845768,-90.2594456,237
6,2017-03,3,2017,3/4/17 23:30,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6319,LUCILLE AVE,76, , ,6319,LUCILLE,38.7073631,-90.26022224,238
7,2017-03,3,2017,3/4/17 23:45,151110,6,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",5928,SALOMA AVE,76, , , , ,38.69927299,-90.2612118,239
2,2017-03,3,2017,3/5/17 0:01,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5604,COTE BRILLIANTE AVE,50, , ,5604,COTE BRILLIANTE,38.6716597,-90.27476324,240
2,2017-03,3,2017,3/5/17 1:00,72113,6,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",2136,ADELAIDE AVE,68, , ,2132,ADELAIDE,38.67510336,-90.21906728,241
6,2017-03,3,2017,3/5/17 1:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4968,LEAHY AVE,71, , ,4968,LEAHY,38.68844291,-90.2404557,242
3,2017-03,3,2017,3/5/17 1:00,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",1,N LEONOR K SULLIVAN BLVD,35,LACLEDES LANDING,LACLEDES LANDING,999,2ND,38.63141625,-90.18164944,243
2,2017-03,3,2017,3/5/17 1:00,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4340,HUMPHREY ST,15, , ,4340,HUMPHREY,38.59945818,-90.26345727,244
2,2017-03,3,2017,3/5/17 1:34,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",710,RUSSELL BLVD,20,ENERGY EXPRESS GAS STATION, ,710,RUSSELL,38.60613646,-90.20327241,245
2,2017-03,3,2017,3/5/17 1:47,69703,2,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",4127,MANCHESTER AVE,39,THE HANDLE BAR,@BAR- THE HANDLE BAR, , ,38.62799607,-90.25127828,246
6,2017-03,3,2017,3/5/17 2:00,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1712,OLIVE ST,36,HARD TIMES LOUNGE, ,1712,OLIVE,38.63103553,-90.20506788,247
2,2017-03,3,2017,3/5/17 2:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",4726,LEDUC ST,55, , ,4726,LEDUC,38.66268334,-90.25299806,248
2,2017-03,3,2017,3/5/17 4:00,69602,3,"LARCENY-ALL OTHER $500 - $24,999",3841,S BROADWAY,16, , ,3841,BROADWAY,38.58500796,-90.22759381,249
3,2017-03,3,2017,3/5/17 4:00,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1915,OLIVE ST,36, ,@HQ,1915,OLIVE,38.63197851,-90.20770496,250
2,2017-03,3,2017,3/5/17 8:00,51111,1,"BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED",6015,MINNESOTA AVE,1, , ,6015,MINNESOTA,38.55998686,-90.24728852,251
2,2017-03,3,2017,3/5/17 9:36,63701,3,"LARCENY-SHOPLIFT UNDER $500",3411,S JEFFERSON AVE,19,FAMILY DOLLAR, ,3411,JEFFERSON,38.59296737,-90.22595812,252
6,2017-03,3,2017,3/5/17 9:40,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",700,CLARK AVE,35, , ,700,CLARK,38.62403821,-90.19304487,253
2,2017-03,3,2017,3/5/17 9:52,51121,1,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED",7608,VERMONT AVE,2,THE PATCH, ,7608,VERMONT,38.5501292,-90.26279234,254
2,2017-03,3,2017,3/5/17 10:00,67701,1,"LARCENY-FROM BUILDING UNDER $500",6912,MINNESOTA AVE,1, , ,6912,MINNESOTA,38.5532644,-90.25421041,255
2,2017-03,3,2017,3/5/17 10:00,67701,1,"LARCENY-FROM BUILDING UNDER $500",323,MOTT ST,1, , ,323,MOTT,38.5565261,-90.25202063,256
8,2017-03,3,2017,3/5/17 10:09,250000,6,"LOITERING-BEGGING",4300,UNION BLVD,70, , , , ,38.68554931,-90.25340784,257
2,2017-03,3,2017,3/5/17 11:30,71013,2,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",1506,BROCK ST,43, , ,1506,BROCK,38.62451491,-90.30197144,258
2,2017-03,3,2017,3/5/17 11:55,31211,6,"ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL",8900,HALLS FERRY RD,74, , ,1137,HORNSBY,38.71940516,-90.23783594,259
2,2017-03,3,2017,3/5/17 12:00,69602,1,"LARCENY-ALL OTHER $500 - $24,999",0,S BROADWAY / RIVER CITY CASINO,2, , , , ,38.53795136,-90.2682528,260
6,2017-03,3,2017,3/5/17 12:15,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1250,S 3RD ST,20,PUBLIC STORAGE, ,1250,3RD,38.61398652,-90.19347584,261
2,2017-03,3,2017,3/5/17 12:30,67701,4,"LARCENY-FROM BUILDING UNDER $500",1212,N 13TH ST,61,BIDDLE HOUSE, ,1212,13TH,38.63762232,-90.19516456,262
